customer_unique_id,order_id,order_status
00391594070baf8603f5fdc1d0c6a48c,c9d520a482f52b364a05d0252cd45852,delivered
003a5571a07dcf09bf117d13d2980ba3,915a2730449787ced8fbbc1794ca7d0b,delivered
003a7a8eb096ed3cbf713d2def1ca701,2f0b8584b80af898d09aed535fdd2307,delivered
003ac9408252444b489b1bfc013f5f8c,0decbe12758413b8bdfe6128f949c13f,delivered
003ae409f37c3c30cb1c974af3a42692,c0c2ece9e641c6fc11690ceafbc7469e,delivered
003c2067070f5b3d923235b1ea1cc17b,a250e33c3d40fa9dd726391ebc5a4abb,delivered
003c457932a554e4df13834237b1ed00,081081d7c1bab4679737b9254c3e992a,delivered
003d56767e53e08671de00da3fba8d40,7965b290cc7fe4790d45eaeded895967,delivered
003db7adfcdc49857b095a50191b6c9d,2b7e3239c2257eb4a6cc95f73285b970,delivered
003e28cb6fab8a0901bff9229612375f,fcadcc442807c2370f7d45ae2bcce264,delivered
003e2af81ea3c72fbdd093f07724a4de,fe642627ef34edffd9e897365f2d0449,delivered
003f4901fdb60ae9c1e2538b84c208e1,7ff2fc53faa0627c1754a4b00e5f65f2,delivered
003fb95e849e71e732629d94bb92762f,61c3c1cdd42ccd14931a2fe11d77e2a7,delivered
003fee4ca17927283128c7ddc6f9311b,cf8ed2e1892b687d2ab983835459a604,delivered
004177f7bf62929186b32c7fdaa6157b,728bab0ec00db2d2385200ce1b5a3ec7,delivered
004256f082951ec189a4962b6788c214,217aad2f8085d3fb8f57ba39f8f6bd93,delivered
004288347e5e88a27ded2bb23747066c,a61d617fbe5bd006e40d3a0988fc844b,delivered
004288347e5e88a27ded2bb23747066c,08204559bebd39e09ee52dcb56d8faa2,delivered
0042dcca0ae57aaec6e808edc31a2d48,33c97c0983409cce4352fd750138e556,delivered
0042dfa8925d6eb23e471ec350454f04,6afd909a05ed31cc089bc63300ffc2e1,delivered
0043d65f8039b4a4d43bc7b0f450ac2c,0ab0adc81c98426d2cde86ab2ba52bc3,delivered
00444f48f6c9b55657e49435ce3a97ca,acf4b337d94686e3ff709ce923bc2e47,delivered
00446a03d7a34d191507c9e42870d0a5,a7369745f22345ef2b1cbfc57e4e0a73,delivered
004493e0b0a37317d25665d340c0677d,9fd07681f43c9216956e0a1ee8f8775d,delivered
0045e9ad4d6c85d2323a7ab374b76183,50c4d73707f3154c08eb85d0fd1e5149,delivered
0046311f458d8041b00063cb99482903,4a580bca631a940ffc9e25c96da01773,delivered
0047f3e16441284d757a8963344f6c59,1fc4c658ba7a1f8edf3492ce534944ee,delivered
0048706e497cfba0b689e1e3497bc99e,afaee45f0a9f01571cc18395ecc4ad0e,delivered
0048a779a98a7848514096ff04046079,b55ed7407eb340d0db40dfb2759c756a,delivered
0049a16516d38fc2246696172a257f16,a1cc4ec47d976c44b54dec962f21d613,delivered
0049dadc30da6a277c1e9d371df5a66f,e275c17fb8425498234a98fce0ae9a38,delivered
0049db44bfd6cee26ac9c649329ff6ea,6b3b2c21c6f15b7203c8bb1283c74569,delivered
0049ec2d7a5818d0e4b3f4735cec2458,465a271ded1329037fb92a87a725c131,delivered
004a432489f6630c6dfd3fc4454603f5,ef24d89a1994d468c2903e3d2dbfae56,delivered
004ad212c650c96c8a48f30855a7bcb8,2c9c2c96702997c879d75f927b76165e,unavailable
004b45ec5c64187465168251cd1c9c2f,90ae229a4addcfead792e2564554f09c,shipped
004b45ec5c64187465168251cd1c9c2f,9392c5e72885ad5aba87e6223ca9838d,delivered
004b9b1634b7becda8eec4e96bced882,1722f4de186ebcdb68411641263f6ae2,delivered
004d17fa2cb102a7c4817f040c884e59,ad46543febeab4e4e1f1aab5a3ae28db,delivered
004df63539fd5e38d4b0a0506de7549c,c8213e60d923c834447d410caab1898d,delivered
004ed862ea4e55f18868d3d782d10879,28d1a3ffec32edd0241a144474f1532d,delivered
004f84d065096f3cedd26cf0adc80b9d,589cee057c9f85a83427878ae34dd47b,delivered
00504b68faa074d0f40adcb4f7727f71,013a98b3a668bcef05b98898177f6923,delivered
0050dcff37f8b9ff611d245e30572b46,36b513ae01c274c623245660d7069dfa,delivered
00522457bba00bba576a34fd9b4808fd,9da02db988be4c6560597e90391a4cdc,delivered
005226be8d5b972d0f72b4e8a79f322b,8907bb31267526a99da12076a84a87b6,delivered
00539155ce68fbe677934aebdb17e09b,2fc58fd97ab3288872ad6b35bbd712c3,delivered
00543330561a9088f8b3879114a7b008,fb8d3c9c828695a80f48d03b0675ea08,delivered
0055b522bc89cbfbf376d8b59a628470,1801c6babedcb89ced12ae5f6352f787,delivered
0055bbb9c95f6acb8db89d1f6c316407,2caa92df77593ebdf24a65d26e9001e2,delivered
0056c2dd794a5eede6164dcae635875a,990791b9237f52581d0a924b447c6fdf,delivered
0056f26cb8f20916c3baa0e39fc30709,9b45a289e3300fa64d3cd65f0b910d21,delivered
005754cb59f8ee5cdbb5cda9d138757e,bcd881f346c66116b4cf838352ea8eaa,delivered
00575b2023dedcc0f3e81a938834689b,d3c5d59ee5c6bd9cbb3230d8bfebfffb,delivered
0057f64bff87f4698b4cbd338d62a2a8,c2cc8d0823730be302a4ebe1d96339fe,delivered
0058e7db269cc11558913b42beb115d0,58a119245f2e512b9b05bec10cc8c1c6,delivered
0058f300f57d7b93c477a131a59b36c3,81a93b2fa39e104b865b2bc471c16008,delivered
0058f300f57d7b93c477a131a59b36c3,2cfc79d9582e9135c0a9b61fa60e6b21,canceled
0059acd36094bf670ec8b21be6c0044c,da32fa81177a5a6ac35177b05714742d,delivered
005d8faa4cf789cf52fb880a8569880a,2781125ad13588f38220a6686692d314,delivered
005e32bc930906dc6b65fb9d11cce3e2,7b4371df7c7f31967a101f1d4559875a,delivered
005ee3e015ec18092d7782e507cf68fe,0b8315fe345e3639eb0a1a2d6e122d36,delivered
005f060d4223956c62b64e9567a36f0f,7f1a619240cf71f520b13b660753f8c7,delivered
005f4b46e70bbd3295a38e2fd28d6566,30552396e65cfc4856e8520b7867414f,delivered
005f6fa02633470267dcd1e3ecd0fa79,5a7e3486fb94e316c6926e1d6d52749b,delivered
005ff4ebe100db3eebbe6f7b19a8f99a,8d6ed3e982e12a1684b31540309e044b,delivered
006031108b00e5f73b2426a50b50f9c0,36909b609792791f7f50d7cff2b5a0d6,delivered
00605a8897ed9ad73b5c93bebad2541a,45ccc16a94688d4edb709ff6eba966d5,delivered
00626f29f9b57d3ef7c1739ff03e944e,faef665b7a0746076cdba7746c217cb0,delivered
0062adafa3846d9f372d8f1bde591b24,e5f0df20f3f036b329b93eb2fde29a61,delivered
0063817060d662048ed08bccecaf45d5,e5acfcde950aab469e4885712a1cb69f,delivered
0064a1b5f5cddd047c987b988a90c8c1,f8c23d339c140eddae8418d518af8497,delivered
0064c96f536ac6250275482221834154,521e3a4e1c2be8a5c60f57484240f136,delivered
00651d97d964127ccfc0e2e55464876d,962b2008b2f1e396e0d30b76caa96832,delivered
0065f6fb341f013a95a8e11cdc98d07a,8ab12616ff9cf79ce869bcfd0c7dec3f,delivered
0065f7795a38381973a373c8b4939679,67407884c43b844b22aa1a20de86130a,delivered
0066b328e72fd82fd7420bf849c0e8b4,2f70d6fc23a1899fd564c990dfcf51fc,delivered
0067d2652c12515146721538868bbd80,fe49c4a1416840f8ed6bd36daac85aae,delivered
0068bd2e9e76c018846dbc6e2bec5ac5,7282809524b9b429bb37460b46596293,delivered
006a8c1784d622ebe06bab57e72ee045,334fcd4953d5e5b64f124a0ba7ecb317,delivered
006ab6f5e82340e927757563a9fbe7e4,0d8fd53f6fe12430bce52454cc326f8e,delivered
006b297ed73773b17d8874a2eb4466e8,f2a5651dedee83dc9eba7d0cb9703660,delivered
006bbb235068a01d2e3e47fa09ccf53c,954ecf032c0fbd43696c6b12baaa293b,delivered
006c10bfead12ac8d90486fb4ce4e603,931e76c33f2109e760025ef697884eed,delivered
006d763076d74d16d66e828e79ec1544,a5120ed3cf3bce38162653b51ce81d04,delivered
006e937bd5a5e32043018a6d1521b5d5,c8bf388d81617b961b598bc9b8b30811,delivered
006ec5b170182812131c7d9b219c036f,0566f139f1d1dff8ebfb3b1233ef4dd0,delivered
006f2f20cf0cd723624b99d0e8e40d0c,4b14a51e5df694c654b9b82731f92a55,delivered
00704e915ae0d4a236eace0267454cf9,70848392a2b1c4ea647d7206bf1b5b47,delivered
00705dcbc0b9cad67abd658612770905,650e96bb8f069e30f346534aa42860a7,delivered
0071f46a072a9ae25bbe4438b15efe9c,df8c077268f7f3baaac0892eb3143642,unavailable
00720f160ff500d3605a1bf403eb62d9,f4e8bc6ae51a675b5d9ba08f3a4adf23,delivered
00728bae3dec9c16b2193ab7e3195eb7,8d0c7472a5800dbd21bd547db00f541c,delivered
00737247e3dc1942da2c527ef3bd2709,ab18ff09f55ca3ccc4dbf5bed2c9036d,delivered
0074a1d3f1995ff0538dc7197500973c,4bae63148c0e5ba0afb03cace07f580b,delivered
00762eafc5dac5fc1574f91e9b7c9b67,c635b7e8fb0f2db9ddb1481111af5996,delivered
007658319c060f337577e8a1834d5df5,c82910354fbdc0bc475f3ee34607fd63,delivered
00765d375af0e700f61c57db00a8ee63,f46e4f5d8a19ca64b1781bf227b9ee19,delivered
0076a71311bb2386a353f5ba87d2aa29,d298ea5c4ab89055dffb4f0cf994925f,delivered
00776f3807b128beca64cd0b27138d92,55826c853b7245fee48da8b2539b6944,delivered
0077ba3f829303a1dce98552495c91a1,f791b3e41bbd74269effdae85dd311ef,delivered
0077dc76aaf02323f03bce9b00878253,ac018e51985244ead60060db0a84f1ad,delivered
0078108af1d2dc4b1601c744ca581b4f,e31ea4183de6b416446423888f5dc3d8,delivered
0078bb0f0d23e922d08437b7d0e13907,67e871df7739d67a0a128b9e66a3620b,delivered
007953b3182d5ccc9189a694f5c68163,58b198357d2b68044f885a370a585ff3,delivered
00797f371bc0f6adb4d267be541a92da,4245e49d026ef1f440041837b6eac52a,delivered
0079b50e9f77c1148b472818f92eaebc,ace8119e1ccd050e898a31eeaf829121,delivered
0079b7407a428543a7f178cc09164035,81dbb577a47365babeaa44fe4f9a5666,delivered
007a2fab7046647dad04fe7d08c57820,59afba5b7b763745429be3e96dbda975,delivered
