order_id,customer_id,order_purchase_timestamp
d70442bc5e3cb7438da497cc6a210f80,10a79ef2783cae3d8d678e85fde235ac,29-08-2018 10.22
b102b42cde7719ae4b7c0163cf4d7dbe,6df75bdce4569326dcfdf7fc9bbe5981,29-08-2018 10.15
912859fef5a0bd5059b6d48fa79d121a,b8c19e70d00f6927388e4f31c923d785,29-08-2018 9.48
fb393211459aac00af932cd7ab4fa2cc,54365416b7ef5599f54a6c7821d5d290,29-08-2018 9.14
bee12e8653a04e76786e8891cfb6330a,448945bc713d98b6726e82eda6249b9e,29-08-2018 8.46
65fdcb432cb9cfa970e3a3817b39040d,bb8cc73ebebcd23c9f69c52637229c53,29-08-2018 8.44
c84d88553f9878bf2c7ecda2eb211ece,c4c66f47534e09a03fc7a878a9eda5ea,29-08-2018 8.25
4c867c2aac81653679eff07e922441a0,8ffe52ac7d480a27180338e697eec534,28-08-2018 22.51
e7c290bfc31d7eed478c3d3d2d4d2953,004440537b68545ca3c341d7279bc4c0,28-08-2018 22.30
dbb786f88b6d4e52fe3cb5d771b979d6,478778636c75019554439f75286a22e3,28-08-2018 21.56
3064071cf67a2cc381cd53b13055eac5,931bfab7036f6763dc1bdf6e2696e08b,28-08-2018 21.56
00b44ba3d7c4a5e9a9ebafef9150781d,0b5f6687d659478f1747caed607c4ec5,28-08-2018 21.10
cb9628da43a976b479b45230984a05b8,c5c43d14a781c58ed1fdac7c9652f18f,28-08-2018 20.49
c8c528189310eaa44a745b8d9d26908b,197a2a6a77da93f678ea0d379f21da0a,28-08-2018 20.05
bda15d43b16684fa4eff328a7db33d8b,6eff0b0388f0e0829bd659d12e168828,28-08-2018 19.44
d99a07d049ac5c39f6f62edba8d57721,f5fc6bc27d5c599cc9bed0a2eacf030e,28-08-2018 19.32
d4fae577806d683110e00e18a5e181be,49a6ae8a95c6a78d90945b983ab1ecfc,28-08-2018 19.32
20db59f6705840a0ce5c76b77487ad03,930ae890c223dddbd81d9870d9701ec7,28-08-2018 19.31
6d6783e9e03bc56ba0d4f018d45babe3,eb9f43bc3cb1915ba52ea755eddad3d4,28-08-2018 19.27
141d7ee98d9a50269f84d9a3c5330cba,db7432cb997db7083db6aaea715d3433,28-08-2018 18.58
0ac69790e2a6e4c075edbd78648a3594,1c3d8766b5f8b24d7e95001ce31d1d38,28-08-2018 18.49
ab7a53a8e94cab448240ff654797c44e,2f751d53058e28b3d51ad54852cc9c5e,28-08-2018 17.39
93d7e1f0c5415c1a0679635187700f1d,1288df1d9da5e124c94b06a6ba3ca50b,28-08-2018 16.33
986983dd21e5167fac109fadaf7aac16,fb7d19feca365f1522c65d99c2f590c4,28-08-2018 15.58
2c1f8fd9aa5f50ec17f4c95e52223a3a,0b0e8ff0c3d490e69901bd6f0efa190a,28-08-2018 15.53
00b1cb0320190ca0daa2c88b35206009,3532ba38a3fd242259a514ac2b6ae6b6,28-08-2018 15.26
9344079d5fbb7dd79af908b7eb667db7,be169d57b327a59f2db49cffdc6caf13,28-08-2018 15.11
c59712a9767189f0a1e5258b5c3447b0,1613194aae75f127dd52a37566c138ca,28-08-2018 14.37
d2ce2764e877473355ddb49af8eb3bc5,def6003502bb7701e2cdc0cb5af42cfe,28-08-2018 14.32
f9e254c56ad8dc27d6fd34b26f94711f,7a60c49de204bb732d997d4382b7a0ec,28-08-2018 14.11
dd7fbf8b53b7ffa059c926a77c42f04f,b0d59207d44937209cca2887ab613f5b,28-08-2018 14.01
dec9169d4f8c2e229d7421e28ef70781,acffc70df5f0a2ddc0e094eea7f5f069,28-08-2018 13.29
7b4f660a72183fc98991998a65320863,fa951727fe95bbd6c7488b84d147b7bd,28-08-2018 13.28
d01395763bb11d18d9482f322715b80d,9f245dbd9c58b9856a0cfd5b2a481a6c,28-08-2018 12.48
dbe2d1c6c34f5c31bb6736e1720c9b7e,3b5cb25012ce1400dbf62ed0995e1c14,28-08-2018 12.45
a305557a41b3c1889b8e0d9255f9ef1a,d84a9738d613b69719f0bac7a49a7b65,28-08-2018 12.38
a5faf579cc2b53168cc080836b834078,7d4c2f26339ec3889de2483be32d34d5,28-08-2018 12.18
18995da0f41134f344ebeb2e97965d2d,feb2fb674b5b45151ac0b7a79694650a,28-08-2018 11.51
576466ecdb1ad73bb848943a98649668,43a9b97803084721b53b240506f2e52d,28-08-2018 11.26
b0abfb398741998a8e47cc773b5e0edb,ea2b2f7e718f4cf14d2d4138fbe3784a,28-08-2018 11.26
1776f9cc0f976e7aa0e8372a5325c41a,fa62a9ef95e703b49c4bf530ce1e4efb,28-08-2018 11.16
b18f96d97651133bd9a491945fa1d3bd,e342cc220c9ce03ad61939a23e6571fd,28-08-2018 10.57
652c3ffc10b11f6bb6567b4976d901c6,bf766ad0f00b31ea37a0cd27a0e2b64e,28-08-2018 10.44
d4e252756885006a02c890a27d6bbf53,8a60cdad54c76dca4cb2967400af00c9,28-08-2018 10.00
b669dc3736aa7bf3f5f181f9f460dde5,237cd40f8611065ccaee3db2484eedaa,28-08-2018 9.26
f4a8925490afed995d0e987c48908d2c,26b73fb8069041c193a5001e01fcccfd,28-08-2018 9.18
0c1f1a0595fb30e05d526ab83576cd24,e350a18244c16257e0bac342c17e3d1a,28-08-2018 9.18
85e05c3c9aa9834518f35d4f286014be,1d07a80a15700b40cb15ff5870ee8b48,28-08-2018 8.18
4608a27e9e60c05b054631def491e7af,4fc51f554378926d8ca80aa1b1d13b1b,28-08-2018 8.10
71b4480b617e5a0468d7362efb7c4b3d,2a7cfceba822a5cb1e74455166e4a977,28-08-2018 7.51
3e72677344408fece35547ac4c8ebb94,bd4a8885eb34fde35641c041de257375,28-08-2018 1.57
d5cce452fb90a159a0b02988567a37bc,b53e89ac781f73f6720d8ac3a8d198ee,27-08-2018 23.31
c941ad898bc2355a4c9e9a19b504c69c,36ab05a0017f0f71c0a7277862e9871a,27-08-2018 23.30
266e6e41522572e8bc4068738beaef07,a910f3a92b629ccc1d3444a102254023,27-08-2018 23.12
68dd7c23e8b6c1e5f3ad16be5dd4bdf6,175f8430de932f744f8eebc3c680915e,27-08-2018 22.59
c469458d116f862637d6c26ae62ff8f2,dd280839d45cc0f98c6b2de9665909a0,27-08-2018 22.54
e41e7842fa15d821ce598a8b80915cd8,22263f5c5d6ca2fe997157c56fdf05e8,27-08-2018 22.34
24ac51b02d01abde547c474a994d2aa4,772b44cd8aa7c266a3efaf363ff48410,27-08-2018 22.12
21cb15950725534b614707f82846010e,c0fc852fa9977d4c42831774ed0a7eba,27-08-2018 21.36
06914a88cb181e922cc58fed3d198c98,1abaf0a998b6b5157867e2311edba42e,27-08-2018 21.28
c89cc188bf7fe39307862cb3dd2d0234,d4db2de03a978cc57f508a11822da55a,27-08-2018 21.27
993d5d78bd251d2ad7d2607110a04bbe,7bcb97218373e2350ffcedd3dbb879e1,27-08-2018 21.04
eeeebba48c7b5fc22f6e12734ed319ed,39db8e59edb882c1518ef5624f4caf12,27-08-2018 20.47
a000067196006b1ac2a467ba2156b22d,448a13e993e05e92abc37b5ce19eb921,27-08-2018 20.31
0785459f4688c430590e9ef6eff2fecb,54081452326c25cde023a4c5a7850275,27-08-2018 20.03
a966954fa1c451757b4d6c77946f9863,2f54fe23880698b37d980be4da8af756,27-08-2018 19.59
27667a063cb59b5d987a5a71c192cce5,abaee92d4978f8216173d5d632867746,27-08-2018 19.54
d265e2114f019b12adfff1e68a241a8e,49fbad4fd44bf061db521927312ac8f5,27-08-2018 19.39
9aa39389b428a90ff82b0c94fb0afc5a,499813b6e2b1ab4e68e9530231b076cc,27-08-2018 19.37
734fd23f82c457088580cf5a8c9da909,586917ded6789bf18fbd8db6e5683e6c,27-08-2018 19.32
bd2c2c3a4d59e68fb14a526745572883,1ab3117f58e7d55791a60513d9dd7f4f,27-08-2018 19.29
56610fa87188c93ee5993a5e98a7b092,2bc660beaeab7f3089e8ce729b054c74,27-08-2018 19.26
05d46826bd0fb605d6b00e30e9141882,c5a9ffc867b51a706a06ac6e1e3fa61a,27-08-2018 19.21
fa0c6595d02f168f7557693dbffa7b69,abdc586e0d5ff6eacd551805eb29149c,27-08-2018 18.58
e6f6345c50327507fe35965aa65c8e94,b0a44e6002f9ff27862759d0d1992f4e,27-08-2018 18.50
00eead1d5a799277ef3d6b387b0bebef,c713fee6f70301b6bf60701902502703,27-08-2018 18.45
e39b1c0568bb5cbcb35d685fc1185634,753d6cf7d8ba649983fc6e04ddb58024,27-08-2018 18.25
d543b0fedeb939f3fda2a3c2fe167b02,f8cd00a7baf936fd020f7c38247dbd63,27-08-2018 17.32
2812dbf450ac5dd26b952cfc6db60529,8dd74bc7874323d7948b25debd8488c4,27-08-2018 17.24
57d0641da97fead93c9541a7c3b1fc75,06909593a3382d75b06bcde5c527ad59,27-08-2018 17.18
28e7be9f5fc8bb93020385ec94b1db0b,51ff54ae13cdec5937953af1e40bd315,27-08-2018 17.10
e91a3bc14b8d125d82f0334371c39926,befe184e4eb181470e6063a1a368a093,27-08-2018 17.01
d22567ff9749170e14c7485e02c1ff3c,9883a8a9a4eee71337503a8374f0f786,27-08-2018 16.57
c14d2e12b876b00738f6c4ae6329e1dc,be52d3846e7c0522f6cf8e4374905d10,27-08-2018 16.24
baf4bb57bdf5e14c67c2389a48864acb,1dbedd82802de22ae6aa890ed7c09669,27-08-2018 16.17
9a2176942821e355e4ff9dc4a8e96a07,b8126473affde2fa5bd627695704995e,27-08-2018 16.12
28c949172daaa2b250fc70ed64a45517,6074d24326b80e85de5d37536f93d9c5,27-08-2018 15.21
21b9bb429b09c08b2ae81e3ed20e8d2f,e8fe0f56504f85ac492a818a3e659de2,27-08-2018 15.18
a5ee139d1586d2d22c21ce7048e1d36d,7501487f2c74cc52064641b5793bbf4e,27-08-2018 15.15
48b04c2b15ef11dac475795682a3d991,b7178dd71a79f281dfba982e42e0f673,27-08-2018 15.07
056793ca2483a5d5943cb5bd90f5b314,25308e9c16af1a99ce8c88b431f0bca5,27-08-2018 15.04
53dccb14668d654069cab1d78e4b13c1,99883bc0fdc4bd80b3f5b2526f7d66d4,27-08-2018 15.03
87ce6f9094188f36623b250901635869,6eb8d127e41e5d1de3049a6bc7bd912e,27-08-2018 14.54
46c123d65d1a90feca91b6c4cf104633,936abf93c937d29a4a350eb38faf8f13,27-08-2018 14.39
bd9c7d72943c5118f03bb7524043e0fd,fcbe3f42ab6dc11cfacdfb880a746ffd,27-08-2018 14.21
f27cc61c27c26b63dd0b279bb9c29ed6,9f560950a10f36b4329feab6e7504530,27-08-2018 13.59
4fe2fd5509bca02cbd39aa5b3eeb2a8f,c5064807abdc55acd37860160154ed1a,27-08-2018 13.57
915cfc1bb5564cda804c1e544780f701,a67c8e21742969a51553124864de7632,27-08-2018 13.37
8944b1716ec63423c8a83c20bc194476,f6900efe7cfda3d306e794fa2e92d58a,27-08-2018 13.31
5abf18d13baf7acb60e616f758d61928,a9ce726bdb822ae3acbc379afaa1423c,27-08-2018 13.11
2e5737bd3452cc165fb76f3a57447398,579e8a264bd6a1f8c3a9c30739e3ff75,27-08-2018 13.11
e9fb2d9703e24b2ce5207a109f7b96be,f3ca3600b3e3a18b81e657bce05fcfdf,27-08-2018 12.59
a73d469a8747dea1740e9545d1051002,fa5e5ede73e8f02fe888b6f3bd44a714,27-08-2018 12.41
a63d6f123bbccd71286ef76811cb2a3b,c24bbeb8111fea27eab791a37e665210,27-08-2018 12.39
427fb603381c1e7a4b224eac2a5acb29,3f27dab6f20dfabd52490c042b6a517b,27-08-2018 12.11
e8ddd60abf2ceeee18ebd986311f3630,e031764f2e443bb3e7d8c54c3421a5f2,27-08-2018 11.57
b3e4accbc8524ec4b2f5a5ddab755b34,5a8bb6b5460b7bf21ee732841167a57f,27-08-2018 11.19
0425635629d7b1e1aefedf34bd15e289,1ac3126c5135c77318214fd99cf238d4,27-08-2018 11.16
89812ae1f27bd0baa142a3aa9ab5cb49,3d5e3aa002e4495e1fb30b4923213858,27-08-2018 10.46
78d5c205c38367a8894d4721fdbb6962,bf3790c6f75a5ffa9bab9588276430b1,27-08-2018 10.46
c7756342d355d13eea40a754b6602da6,15aee229d1d48b6a17dd0b8e2a3705e0,27-08-2018 9.54
feeaaeb6a99fc794212a29c84e6d527e,8abd8440d6a20d04de36f9030a6f7d44,27-08-2018 9.29
bc6a0c20c290fc74ba2c366c50477690,5a7da49e27d1969457fb1d07bb538729,27-08-2018 9.19
6cbc2c3a5ded4eb0fed3a011b02c6eeb,dced0cc0cebc0baa44511a39ec893189,27-08-2018 9.08
c72a06dbd2869dbfa3dc93ca4f262f37,379a4be9ef9f203fbff2b2b6f686744f,27-08-2018 8.56
821ab83aee62992191306118d37fcb3c,7cd727f4c16ab0b4ba4cfd760cee2316,27-08-2018 8.51
cc94aa62777cf27c082eaa521ba00747,ebf28472ced6d1aaf751af1592f56df6,27-08-2018 7.18
aedce126de46f6e9cfc35a9083ac0c81,7ba7a7ead798304838e37ed1872dea66,27-08-2018 0.22
b33c9bb2caa1d2b9f219b70f6dba7dce,891adb1fb4da5da2b8b8c367bf9801d1,26-08-2018 23.45
0c51a7661156c6f9ae61b33610dca175,84dc684f01a447dec8a0f76530e5894c,26-08-2018 23.31
19ee088b8cb4afa401a748f8437135d1,85a0f9b7de741202663cd284bab26e93,26-08-2018 22.50
b42c74ef741f507b421d3dfb4949178f,4312276d4e4b3007a437693e5a39887d,26-08-2018 22.48
882634702ad671a4a28319adef8f058b,64e3294ce026b7e6af1342b9985423b8,26-08-2018 22.41
efebff1dca02ecdf264035398365351f,7e67ce30689f185fd8257747f004a86c,26-08-2018 22.37
b5bdf19b8bbc9d7daf5eb8f087a8895e,59ac3b9e18d9d220e42331311e4e29ef,26-08-2018 22.19
6d25592267349b322799e2beb687871e,5bb39c890c91b1d26801aa19a9336eac,26-08-2018 22.04
6eafb3047f5d0c7cadeec9d129f0e4d0,40915d2aa40e340e13b8635cf59048d3,26-08-2018 21.55
ebac8364f6f97c06df19ad674a12b359,e6fe99ccca7205804697a0aaef1539fb,26-08-2018 21.47
bcddcd2f3dbe84b7b93697873e16a971,f1f48ad1ad1e181b54ce0c9db740971c,26-08-2018 21.28
e53249d8b27242c64053f94e2af2b2ba,94530252be2e605952ea3e82461cfbad,26-08-2018 21.18
5407dd425b0427513c6f63025414fb33,85c95113b1158d7ec148427c0a223c92,26-08-2018 21.12
c5ba516dae0f7c34ba8ad92dad570249,7e65f2e10589a7e3149badfe2d5ccb42,26-08-2018 21.01
cb4d0ce750b3542055ae832b4d3bcca4,7a24f850592485f402c7038ca51efe3b,26-08-2018 21.01
f53fa17609006c9c6669b5371ce08044,3654b6ccbba27cc2fc3fc52ac93ba937,26-08-2018 20.58
1af85a7bfa8727b2f0009a9035341f3f,2cc96e1e4307b9b4c1e710fb2c3b5d24,26-08-2018 20.57
d8d842d38880d9584e98d64058aedfed,c22cfbe35fa59bc8126c9be7d1e6a284,26-08-2018 20.32
8af910ab3dcf14bd966ba647e2ad995a,014b7917072f3fe8c9ca37d4043c31d1,26-08-2018 20.08
fdfb73b2a9e88e518c2f565f43ca06c1,1b676ae36901ebaeb90253602c519f18,26-08-2018 20.06
c3a4dcc5c4ae575cb04444cf1b3f0a09,4f24efa07ad431bbb04c7f1eb54a19bf,26-08-2018 19.56
1c34540e08aaa8566e32b53509f14ebb,f4285ca515912592837da578425f59e3,26-08-2018 19.45
6912f9577b4156d72ee607f78328ed11,9c2203adbf4d1a125282d868ee0df322,26-08-2018 19.39
1c8ea3262201c0562eccbcefff3da202,40bbf05156775873f7c2540c0429b95c,26-08-2018 19.22
a37c35b30b6e6d6e5a62c846cb093a32,c7fc773153ce95d99d98dc0b57f52504,26-08-2018 19.07
90a6ce43261478f0aab250a72e3cdfce,f62f53a0df8676374de8c463dd8a9564,26-08-2018 19.04
fa82edaf6d788f4a8a80e2f8fc4cb9b7,0c5be6b354afcc24ff40642e4538268a,26-08-2018 19.04
7c67a9f94c58c5b1c1a40953151fbccd,e3ee993f5b68f60fdda5d3fb16299fd2,26-08-2018 19.01
6bbc1892d79fc89cd656a04b7d96f622,aeca4ed7648c403088113efb0e5a2ba1,26-08-2018 18.47
5cd1f67d76b653cb354391539321edf4,3bf2b91d6c9c0933d394da0b929d6226,26-08-2018 18.28
e3f4b4c899325f23b973d9aee02d2071,a667da129180ee7f49d7ca633ffce577,26-08-2018 18.26
b6162f47d6adbaf673e92b13e9358d89,cdb833f7133ef2039a36e2cf5bd7a009,26-08-2018 18.17
c14276f26a0791a1773e6da7b07db230,86aa08ad9b72bb15edf9488c82b68ef3,26-08-2018 18.03
df606e00395346b2b2d9e861236efd6f,c3b0850bfab9fde7e7089966a8ffa271,26-08-2018 17.40
2a30390f1b957c7120f80795b9f97316,e1a66c81cd7d20ecf12f40679b70eab2,26-08-2018 17.28
558bd4996eeddc5e4e29295bcec08e32,5d894b632b1f08bd01b826d7ab061a94,26-08-2018 17.27
8092da256aefda13b330290d2ca86521,090c54303fddc5393a9386f0ce454d62,26-08-2018 17.23
5577ca55c1ff01d19567de9f6ba00a7c,0353a6805a33d54bc0910b25653e9981,26-08-2018 16.53
4123f9252f0d0572f075dbb5a95d9cc6,72d22223828ebe8d8f4529ba06e89871,26-08-2018 16.34
52b7fa35b1e5c8bdea5869804dced415,de3375390ab39702b7268a2d01cb5e9c,26-08-2018 16.26
2a52ef20af312ee4756b4e622ddc7101,736d28863facba7881a832ac8549a1dc,26-08-2018 16.19
d2ce9688abb199cda1a106b293847827,af48ad11489d099769bdacaa419d6bc9,26-08-2018 16.12
60ff47e655e87de64037be5d1f09ce7d,5a761ff24ca0a248f82d71235398e852,26-08-2018 15.46
7866f96b0496d61749bdc8664b22119e,7ffa70f414e42f6ba3dfc7475f346ed9,26-08-2018 15.11
93665186a08d41fad2ac9580488ff17e,7ceb27602e06b6c42905d1c5faf97b6a,26-08-2018 14.39
796033ffde6ba06e0abe387e36ee8fe0,62d3c457010afc957d955568318e6d78,26-08-2018 14.17
9fec37a0086c6f77f95b2ac00f27771e,ed60f04b26f7d1489b359d655e71f9df,26-08-2018 13.53
774bdf79f367d25dd36a9e0a8c739423,a9979110f5ae50a3ba4742be43c123db,26-08-2018 13.49
c6f6cbb3c845593222d5c594bb69c5fd,c19f7da4784ab55d1332e7ebf7132534,26-08-2018 13.33
d4550a84368a296d44630ab6e29c6999,1abfdac3f8679e9df8e679a10e7e392c,26-08-2018 13.26
3811f683228f7e91c35b0fd2a705af27,0cf6af50873c8ab4f2f4d4279c144860,26-08-2018 13.25
78d7bf360bb60d0dd4bd37663c126524,bbfd6562ad0326487d9e5c8e6433fc8d,26-08-2018 13.23
cd5343ffb012a7157ddbcf5720100c01,c6ae270b58b4692321a73aa741d183af,26-08-2018 12.38
ac5c875d7fbcc1765c32e13b8ee888cb,f4b269b03f1563e08df01c41abb6ca52,26-08-2018 12.28
70c13d94aa6f2f57d27a7babb9f0d215,333bd9e7da0cdb867ce8c636a5ab1e0e,26-08-2018 12.06
0b33796d2382e9a9fde619a584ba7216,68c54dbda8f6d832d974c45a869031c2,26-08-2018 11.59
d7f71d136da2fa678c39380a22d117df,e5a8aaccb766e00177b0a587979cc814,26-08-2018 11.44
631e74e14da293fc4c6a8f02253aac6e,12ea59d011e70de7c80a1c8078036a11,26-08-2018 11.23
e3447938231fb6ba2fee0231b51eca59,2c3642e1392097fb4af76a76fec16a46,26-08-2018 11.04
4830473362441527781ef6c1860cac4c,72a366446dd3abfc90c598896714d85c,26-08-2018 11.02
6cff0c3dacf64bb7cb2ad584b81b7d0d,b50a511097ebc1d6b90d075516f93978,26-08-2018 11.01
6359393f5003c79bab5ff0e3f3b42656,2736939a39d44074bf7db6a1220d5d41,26-08-2018 10.48
216ffdacc032ce8a108cc7c01f4ab9a4,c8c9a89a37a20ae0d0b8abd5978e1240,26-08-2018 10.38
f7a0b8c521ea81bf3536ad4ef99fd376,faef2f2f4a3880d56b17a30c8aa683ce,26-08-2018 10.08
b724c12024f2ddd6151b0d8dc88a5823,4442cf326cdb49f7580c6d67a8495161,26-08-2018 9.29
762fa054ae976d76eea5688eaa2a92e6,8205033143e83aeee71e4df23fedc372,26-08-2018 9.22
320dcf288de15e4ff06ebbfce4e42c78,02ae654741ad895368bd9ffc371893e5,26-08-2018 8.40
95026e2a6e774fdf2bb59a5eab661b15,0f0c730c073bc0f1f9cbb6cda2ccb664,26-08-2018 7.57
26e2db0bd73689ff814692e3dc232671,e8640461d21ee25de8988187e7227b70,26-08-2018 7.54
3f64a17e87d0fed4d084e352409882ba,544718803ece964e5c1d0b3b3cd751fc,26-08-2018 7.38
05d43265b79289692a382c9f2a6c1547,3c6ea1acabe8c875fd3484d5e34d10e4,26-08-2018 4.53
f0a5b7c94819c69d12a1c0458ec74756,54d5d7da0837d85d624ff379fffd671d,26-08-2018 4.52
b576609c7e4498a76216cb240c177328,09de89d73728d8ba98281f3b1a73e9aa,26-08-2018 4.51
a06dda7f954798c0ad5a0b24e73b1ddb,5b0317e52f6059c5ae2572fc5edeb9a2,25-08-2018 23.39
675bc8cd15e6b9225582b9161288670f,8a2d6290feaba2aea18c2b8a5a60cc32,25-08-2018 23.32
fcdaba27fd62777362e818998aa76b94,ac547427f9b41bb8d04e4d0c01ae1078,25-08-2018 22.41
dae948ffccda4df99a5e1561db5f5029,9c7d3c254f40add7cec20a8f59f8699a,25-08-2018 22.29
b2bee079651c0bf6a1a92b39c2dbe5cf,abd052c275218899a215aa3dc9e1494a,25-08-2018 22.28
14986dd5b5dc6b4203bda6666311e4d0,93f0c8eaf1b7a1c951d234d56b232e35,25-08-2018 22.17
d0b4c30f45087d9a9114b3cbe87aee63,2480cae0db14e17cff537d55abfb967e,25-08-2018 22.15
d20cb870c4dcb39bb4703c900f4e6dfa,5d450b0db7c1b066c7dc768f9508f3de,25-08-2018 21.53
eb2e56877e1f053dedc857408122a7b4,315928729203665b684389cc28b8865e,25-08-2018 21.49
f1d5c2e6867fa93ceee9ef9b34a53cbf,a790343ca6f3fee08112d678b43aa7c5,25-08-2018 21.20
3b61aab5de69abc1731138bd104a777f,8e29c6e9c795eda30cf7f47244720132,25-08-2018 20.59
49626271ea0fa255a99b34978f50ae68,def4d98085d84e247e9d57847e3b1423,25-08-2018 20.27
6917bf2ef92587d31987c8c01aa1b4e0,782439c1913d6f928285350906a9662f,25-08-2018 20.26
db6953ee3e550b44b0876aef0ce63dd5,a259c06d14baf614184f83379b7c1e36,25-08-2018 20.26
ac6f2372fee2d8b5f63bd2387aa26a28,110b79f06a0f49a38da99084706a382d,25-08-2018 20.24
2c6b7c49452d044cc8dff84245e1f553,c5743b474a0a32457e5d1c4d7d010457,25-08-2018 20.13
73cfaa863221d5987b3f6aa644affca3,f06bb0bb030eef32d9ce6d9a4f177605,25-08-2018 20.10
b2f832c9f6b30237f231cfc09f82ffbc,dc7b3fbf491155c69e07b131497d4493,25-08-2018 20.08
922fbc61f8105abc09581252d38103c8,2eb58763b788cea769f25c07419885a0,25-08-2018 19.56
a77cf1f9b2d22060320fa51a5906d02a,ab34a771f8b497c9a37efbb586372f79,25-08-2018 19.15
89da5201b61556fe114c78cf188fb1e8,71fde3709b2cb6ac4f85fd35ce1d45cb,25-08-2018 18.52
499a762fa72fde835e39b03db3b95cbf,06749557ec7c0ecb61210bbc6c14ae1d,25-08-2018 18.37
9e9cfa056dcd246d1bfd47f58a771abf,8488a16c79a62c2f70d4d93bf15ae67e,25-08-2018 18.36
3676b8a38151270ac285f2fa3c564772,255bd9cf3c5ada66932666a0dc4dc255,25-08-2018 17.52
43ee68cd19f18fcf7dfc4ea167554e40,a5460ac48757705144a88316dd7fe9c6,25-08-2018 17.37
487bc162200365d5717baea84761d214,19548f739f2fefdc573882b1ad7d63b4,25-08-2018 17.17
4af8b47be33c785fcc931ff77ba23ae3,0deb774b69e542a71ef7dca0d4f3d050,25-08-2018 17.11
f9ba4a7646e78ee867081f9a098c3290,5a43a37dd0e6fc32b37baaf86f2a438d,25-08-2018 17.10
cf6452b3b5328de1ec580502fd48fcd7,5928ea9c80d9614d8a17a6e4f13de9ee,25-08-2018 17.01
