order_id,order_purchase_timestamp,customer_unique_id,payment_type,payment_value
652c3ffc10b11f6bb6567b4976d901c6,2018-08-28 10:44:03,c87944388aa89c72ded8daf1fa95e60e,credit_card,37.26
d4e252756885006a02c890a27d6bbf53,2018-08-28 10:00:01,26282ebe59148b5c5d3f7b58c0bb7d56,credit_card,189.32
b669dc3736aa7bf3f5f181f9f460dde5,2018-08-28 09:26:43,4e1be68fdb65f1ffe1cb79ce38da2a84,credit_card,49.45
f4a8925490afed995d0e987c48908d2c,2018-08-28 09:18:17,a9a01f767af5be3c3666cf307d5f790f,credit_card,22.29
0c1f1a0595fb30e05d526ab83576cd24,2018-08-28 09:18:03,839b7048886d2386c4cdaac164e77423,credit_card,22.29
85e05c3c9aa9834518f35d4f286014be,2018-08-28 08:18:22,0e9bafe047d5c6fe3fd8ef6bcdce9a1a,voucher,612.98
4608a27e9e60c05b054631def491e7af,2018-08-28 08:10:22,4e1554d1a2dcb38dcf22770eb7390fe1,voucher,447.68
71b4480b617e5a0468d7362efb7c4b3d,2018-08-28 07:51:19,39904c3df1113ce1f1eeef9746ddb249,credit_card,22.38
3e72677344408fece35547ac4c8ebb94,2018-08-28 01:57:12,faa906cd93e9c6017fc5e6f885f3a05c,credit_card,87.79
d5cce452fb90a159a0b02988567a37bc,2018-08-27 23:31:47,55692a0f0ec224f23be0c790a2fbdaf2,credit_card,59.38
c941ad898bc2355a4c9e9a19b504c69c,2018-08-27 23:30:28,52d5908dbfc058803371433c6c7c178d,credit_card,33.34
266e6e41522572e8bc4068738beaef07,2018-08-27 23:12:55,ea68118dafa903c52bbe82fc947e5c1f,credit_card,207.6
68dd7c23e8b6c1e5f3ad16be5dd4bdf6,2018-08-27 22:59:03,41d57ab847e5ccbe403f46b07ee577d6,credit_card,50.45
c469458d116f862637d6c26ae62ff8f2,2018-08-27 22:54:07,1d2aa136a8aa54abff6fa6906287e926,credit_card,57.1
e41e7842fa15d821ce598a8b80915cd8,2018-08-27 22:34:17,31ffd7ebf0a3657a9d21ae8f3f302164,credit_card,100.86
24ac51b02d01abde547c474a994d2aa4,2018-08-27 22:12:59,77338b259868d54b539b0296b01fc635,debit_card,35.42
21cb15950725534b614707f82846010e,2018-08-27 21:36:16,354433b1b8aea032a7ff237431cf88f0,debit_card,27.6
06914a88cb181e922cc58fed3d198c98,2018-08-27 21:28:43,b7ad4199bc59eb9de334c49fc5b4ddd6,credit_card,175.41
c89cc188bf7fe39307862cb3dd2d0234,2018-08-27 21:27:13,01b3e064c4fc4372a269bdc02c131850,credit_card,301.8
993d5d78bd251d2ad7d2607110a04bbe,2018-08-27 21:04:17,3ff4c32e851bed66b14cdc46ab01cfab,credit_card,71.01
eeeebba48c7b5fc22f6e12734ed319ed,2018-08-27 20:47:15,7353be07ce9cac1da115dcc3a29c8794,credit_card,93.86
a000067196006b1ac2a467ba2156b22d,2018-08-27 20:31:22,12c70c05b9af5accbe21ff1f6ff93475,credit_card,71.08
0785459f4688c430590e9ef6eff2fecb,2018-08-27 20:03:07,58d4cf224e6986a2e6603e959b56c18a,credit_card,37.46
a966954fa1c451757b4d6c77946f9863,2018-08-27 19:59:06,f88ad0b5577747e03336a8b806da6a1e,credit_card,59.0
27667a063cb59b5d987a5a71c192cce5,2018-08-27 19:54:54,391d6062da3dd65b4de4524f28c478de,voucher,118.35
d265e2114f019b12adfff1e68a241a8e,2018-08-27 19:39:33,c4053ab276391fff6ac7736873cfc950,credit_card,41.5
9aa39389b428a90ff82b0c94fb0afc5a,2018-08-27 19:37:48,0b4ca72e4c8e1672f6376f8d261712a8,credit_card,106.93
734fd23f82c457088580cf5a8c9da909,2018-08-27 19:32:27,65d58cdae26c09320ea4e17fe66d19de,credit_card,47.44
bd2c2c3a4d59e68fb14a526745572883,2018-08-27 19:29:28,0e712c5813cd2db73a8b770de7691b5b,credit_card,103.83
56610fa87188c93ee5993a5e98a7b092,2018-08-27 19:26:54,49310ef544ebebbcba9b1f5cf4aa4e02,credit_card,46.52
05d46826bd0fb605d6b00e30e9141882,2018-08-27 19:21:58,a75583a63d1dc5591fee025b0a670c9b,credit_card,61.36
fa0c6595d02f168f7557693dbffa7b69,2018-08-27 18:58:15,0e082239fe3cc7c85f738b8aa81250af,voucher,11.18
fa0c6595d02f168f7557693dbffa7b69,2018-08-27 18:58:15,0e082239fe3cc7c85f738b8aa81250af,voucher,20.0
e6f6345c50327507fe35965aa65c8e94,2018-08-27 18:50:06,dc4b0942fb780633d44f4f73ff69dd92,credit_card,37.46
00eead1d5a799277ef3d6b387b0bebef,2018-08-27 18:45:54,52e9f9328ec2e09868646b23c108b099,credit_card,98.26
e39b1c0568bb5cbcb35d685fc1185634,2018-08-27 18:25:28,6e1bd606bd55f8d88842159f291a4501,credit_card,41.52
d543b0fedeb939f3fda2a3c2fe167b02,2018-08-27 17:32:01,2f7920af5858f8f73ae5af711c28471a,credit_card,71.18
2812dbf450ac5dd26b952cfc6db60529,2018-08-27 17:24:25,c4f95f0256ba9b1a8956eaadc04e1d77,credit_card,107.09
57d0641da97fead93c9541a7c3b1fc75,2018-08-27 17:18:42,d44f553a3663a6323c901cf1f0a47c87,debit_card,115.81
28e7be9f5fc8bb93020385ec94b1db0b,2018-08-27 17:10:36,cc991ac29e72213321924ff28ef8d49d,credit_card,44.28
e91a3bc14b8d125d82f0334371c39926,2018-08-27 17:01:43,6ac6902b78ed854e42f75c8e25234e8c,credit_card,53.48
d22567ff9749170e14c7485e02c1ff3c,2018-08-27 16:57:10,d1ad3a8317c14afb90799ae8740b99fa,credit_card,28.2
c14d2e12b876b00738f6c4ae6329e1dc,2018-08-27 16:24:47,7c61df63da03abb1153e68b3bf758f0e,credit_card,20.27
baf4bb57bdf5e14c67c2389a48864acb,2018-08-27 16:17:16,5e9d416e913e81f8724bcba440bf0a96,credit_card,109.21
9a2176942821e355e4ff9dc4a8e96a07,2018-08-27 16:12:22,2c9b981cbaf2a21fe0085b78964ec877,debit_card,89.9
28c949172daaa2b250fc70ed64a45517,2018-08-27 15:21:15,85435d6cc5bd5352951d634eafa51ff6,credit_card,118.81
21b9bb429b09c08b2ae81e3ed20e8d2f,2018-08-27 15:18:45,c6760273ff7b02b258153dec36a884ad,credit_card,138.97
a5ee139d1586d2d22c21ce7048e1d36d,2018-08-27 15:15:03,ebd16156e915376664512033f080f70d,credit_card,28.56
a5ee139d1586d2d22c21ce7048e1d36d,2018-08-27 15:15:03,ebd16156e915376664512033f080f70d,voucher,28.04
48b04c2b15ef11dac475795682a3d991,2018-08-27 15:07:02,ec47a057b1148de8e769ad5d5a61961b,credit_card,45.91
056793ca2483a5d5943cb5bd90f5b314,2018-08-27 15:04:59,223695e4bcc4f7b660ae257524363af2,boleto,39.46
53dccb14668d654069cab1d78e4b13c1,2018-08-27 15:03:18,7d24858140d18c5236eecd0e2afef4de,credit_card,369.54
87ce6f9094188f36623b250901635869,2018-08-27 14:54:22,149408087e7c2a2c349f11a171b53dba,boleto,73.17
46c123d65d1a90feca91b6c4cf104633,2018-08-27 14:39:21,f94af80b1ecdb711e74e951efdc06a76,credit_card,87.62
bd9c7d72943c5118f03bb7524043e0fd,2018-08-27 14:21:30,927166030972d4c8138c8d561b6cc03c,boleto,192.28
f27cc61c27c26b63dd0b279bb9c29ed6,2018-08-27 13:59:44,f9902ec9ad685660e7876aa9da6fb79e,credit_card,69.33
4fe2fd5509bca02cbd39aa5b3eeb2a8f,2018-08-27 13:57:36,f80125969d737b5ac29b614db66034b8,boleto,51.2
915cfc1bb5564cda804c1e544780f701,2018-08-27 13:37:12,46c8be21c8054a3997428b1bd1e2ff0d,boleto,34.33
8944b1716ec63423c8a83c20bc194476,2018-08-27 13:31:19,3b8633454b97260271c430800c1b4cc4,credit_card,94.66
5abf18d13baf7acb60e616f758d61928,2018-08-27 13:11:50,7abc460d8f4c676d83f188aa7f9a21b7,credit_card,45.32
2e5737bd3452cc165fb76f3a57447398,2018-08-27 13:11:22,3640313d0b30f61df4c9de775fb1ecbd,credit_card,32.43
e9fb2d9703e24b2ce5207a109f7b96be,2018-08-27 12:59:16,e24daef584dab37c5b532e691b5bdd9e,credit_card,61.27
a73d469a8747dea1740e9545d1051002,2018-08-27 12:41:49,4dff4725813168461eb3e5e9f807d66a,boleto,545.51
a63d6f123bbccd71286ef76811cb2a3b,2018-08-27 12:39:11,9906fc374d7fd8d7a8574dd27b1c0c0a,boleto,180.99
427fb603381c1e7a4b224eac2a5acb29,2018-08-27 12:11:07,ac24bfd114ac4d5769a8a8ddd98e52fd,credit_card,68.43
e8ddd60abf2ceeee18ebd986311f3630,2018-08-27 11:57:38,0b4983415f4105b8c247a4eb8124471d,credit_card,26.29
b3e4accbc8524ec4b2f5a5ddab755b34,2018-08-27 11:19:47,014ce9c0a3df00f77a6932a7b371a3bc,credit_card,23.29
0425635629d7b1e1aefedf34bd15e289,2018-08-27 11:16:19,9f185e9464c467679ef8793bd665b3b1,credit_card,53.37
89812ae1f27bd0baa142a3aa9ab5cb49,2018-08-27 10:46:53,684dbcfeb4fb7b835a7a0e477d35afd1,credit_card,58.85
78d5c205c38367a8894d4721fdbb6962,2018-08-27 10:46:11,2c3a02b9098fd98785f390c9cdf3fb58,credit_card,78.03
c7756342d355d13eea40a754b6602da6,2018-08-27 09:54:35,e0836a97eaae86ac4adc26fbb334a527,credit_card,43.55
feeaaeb6a99fc794212a29c84e6d527e,2018-08-27 09:29:33,6757405dfa01aafd65a4745688e9c816,boleto,27.46
bc6a0c20c290fc74ba2c366c50477690,2018-08-27 09:19:09,90f59279be46c00e09bd5e490b936a57,credit_card,209.32
6cbc2c3a5ded4eb0fed3a011b02c6eeb,2018-08-27 09:08:47,6a8721efbaba71eb10c13a89c2e44c9b,boleto,55.6
c72a06dbd2869dbfa3dc93ca4f262f37,2018-08-27 08:56:49,8cb552bb3d3254767f1e9078064ed7cf,credit_card,67.18
821ab83aee62992191306118d37fcb3c,2018-08-27 08:51:54,16ef6c182ebc80545e8bd7f7216e5b8d,credit_card,107.92
cc94aa62777cf27c082eaa521ba00747,2018-08-27 07:18:36,11c6370fa35c524098f44a6c6d0582ed,credit_card,33.33
aedce126de46f6e9cfc35a9083ac0c81,2018-08-27 00:22:03,d4ed8c361e25c9de427a6360bdcb1633,credit_card,384.79
b33c9bb2caa1d2b9f219b70f6dba7dce,2018-08-26 23:45:45,af668a0f61ebe9de87d3f6d6a79ec920,boleto,110.33
0c51a7661156c6f9ae61b33610dca175,2018-08-26 23:31:24,82b862f7fbe153bcf484ecb0fd37899e,credit_card,118.35
19ee088b8cb4afa401a748f8437135d1,2018-08-26 22:50:16,b7e8af53ea725e96e5773eb529675c4b,voucher,16.12
19ee088b8cb4afa401a748f8437135d1,2018-08-26 22:50:16,b7e8af53ea725e96e5773eb529675c4b,voucher,16.44
19ee088b8cb4afa401a748f8437135d1,2018-08-26 22:50:16,b7e8af53ea725e96e5773eb529675c4b,voucher,65.77
b42c74ef741f507b421d3dfb4949178f,2018-08-26 22:48:32,79cf56dffbb0db446fd33876c53cd181,credit_card,127.99
882634702ad671a4a28319adef8f058b,2018-08-26 22:41:03,960a0f31380c590db0df6c9300b38d9b,credit_card,16.38
efebff1dca02ecdf264035398365351f,2018-08-26 22:37:58,3443e2eebf6b2795c6bac47c21c62f0d,credit_card,347.41
b5bdf19b8bbc9d7daf5eb8f087a8895e,2018-08-26 22:19:40,993ac39b14e1d7d2f325adbd31b831ab,credit_card,111.7
6d25592267349b322799e2beb687871e,2018-08-26 22:04:34,a71cac9f356cfeb9db35061020806212,boleto,201.82
6eafb3047f5d0c7cadeec9d129f0e4d0,2018-08-26 21:55:14,9858c785781f08bd45191d685e5034f3,credit_card,211.88
ebac8364f6f97c06df19ad674a12b359,2018-08-26 21:47:50,5a9bf3d0461db198b67ae2df9fbee11d,credit_card,51.6
bcddcd2f3dbe84b7b93697873e16a971,2018-08-26 21:28:46,2958e5f113a1af2379be10e492071071,credit_card,30.13
e53249d8b27242c64053f94e2af2b2ba,2018-08-26 21:18:34,11ccf36669e0483ac53abfeb566679b6,credit_card,67.58
5407dd425b0427513c6f63025414fb33,2018-08-26 21:12:52,373b58bc6a02d3603399480b5a9ae434,debit_card,16.36
c5ba516dae0f7c34ba8ad92dad570249,2018-08-26 21:01:53,21c746e9ba5ae5956248b2db75515483,credit_card,66.57
cb4d0ce750b3542055ae832b4d3bcca4,2018-08-26 21:01:14,0734186c93d9d5488a3a77c8178cb794,debit_card,52.76
f53fa17609006c9c6669b5371ce08044,2018-08-26 20:58:26,b5cddc57e28947e23bc5e7eb48dc230b,credit_card,26.38
1af85a7bfa8727b2f0009a9035341f3f,2018-08-26 20:57:20,2c87946b5ec3cc85a1fe672b7b020b8c,credit_card,26.38
d8d842d38880d9584e98d64058aedfed,2018-08-26 20:32:14,dc539d99d32ab632d7762838ed9518a3,credit_card,319.89
8af910ab3dcf14bd966ba647e2ad995a,2018-08-26 20:08:21,a50349ca8cb5bddb3a60eb56e4cf9f07,credit_card,25.79
fdfb73b2a9e88e518c2f565f43ca06c1,2018-08-26 20:06:40,d8d7254ce52510c5a5c38db3ab5b9c4e,credit_card,49.56
c3a4dcc5c4ae575cb04444cf1b3f0a09,2018-08-26 19:56:12,8c446b198f0c92d5db58d3c8eacd3a11,credit_card,239.16
1c34540e08aaa8566e32b53509f14ebb,2018-08-26 19:45:32,fca8d917510dcfaf3708b8ee82659dd8,credit_card,120.81
6912f9577b4156d72ee607f78328ed11,2018-08-26 19:39:08,4664f627d5c347246564d2df85a394d3,credit_card,43.41
1c8ea3262201c0562eccbcefff3da202,2018-08-26 19:22:51,6c3e7b7832bfb886d40fe39060eb8603,credit_card,165.14
a37c35b30b6e6d6e5a62c846cb093a32,2018-08-26 19:07:32,8e2e2a6ed02f65c6ee8045a891a99b0a,credit_card,33.71
90a6ce43261478f0aab250a72e3cdfce,2018-08-26 19:04:40,0e2b1b9ab8ae4d02d15861f4aed08295,credit_card,48.31
fa82edaf6d788f4a8a80e2f8fc4cb9b7,2018-08-26 19:04:05,4f44a385b3f93b433eaa7936b1ae045f,credit_card,82.75
7c67a9f94c58c5b1c1a40953151fbccd,2018-08-26 19:01:18,24fd9cec951c076195ca963c419f0d08,credit_card,35.24
6bbc1892d79fc89cd656a04b7d96f622,2018-08-26 18:47:46,d6735445f2f7ba25a4c7fe937c24bf70,credit_card,94.66
5cd1f67d76b653cb354391539321edf4,2018-08-26 18:28:36,5de800818b163722702b209e372dcb33,debit_card,87.88
e3f4b4c899325f23b973d9aee02d2071,2018-08-26 18:26:33,479d8ad9a1e3416a7bc7d21c840c60d5,credit_card,50.45
b6162f47d6adbaf673e92b13e9358d89,2018-08-26 18:17:04,724f1b32e4be91e47f76c0abe137742f,boleto,137.16
c14276f26a0791a1773e6da7b07db230,2018-08-26 18:03:59,42ec563e2babfda0488174ceb9e43912,debit_card,139.41
df606e00395346b2b2d9e861236efd6f,2018-08-26 17:40:24,d1a1e9d7a3920a14c72ad9e870ef6ae4,credit_card,98.26
2a30390f1b957c7120f80795b9f97316,2018-08-26 17:28:44,0c0682ccb539fc2ae62d6437ae5feac9,credit_card,130.56
558bd4996eeddc5e4e29295bcec08e32,2018-08-26 17:27:38,538ced2290660f29114a009a79cd491a,credit_card,39.15
8092da256aefda13b330290d2ca86521,2018-08-26 17:23:02,87e23f836bf7853cf7056d6b33ce09f4,credit_card,105.26
5577ca55c1ff01d19567de9f6ba00a7c,2018-08-26 16:53:09,3bb10208b3ed9eeca8e7cfe769fd896e,credit_card,86.15
4123f9252f0d0572f075dbb5a95d9cc6,2018-08-26 16:34:35,44a64df27a7de57ff4df2aa426acabcf,debit_card,99.16
52b7fa35b1e5c8bdea5869804dced415,2018-08-26 16:26:52,ba84da8c159659f116329563a0a981dd,credit_card,94.63
2a52ef20af312ee4756b4e622ddc7101,2018-08-26 16:19:58,d459c8dd9847c3a7cff9d3ff8724c25a,credit_card,120.68
d2ce9688abb199cda1a106b293847827,2018-08-26 16:12:27,23c0dfe7de9990e4ea0fc42a7e700ca5,credit_card,37.37
60ff47e655e87de64037be5d1f09ce7d,2018-08-26 15:46:28,d182f15098577048b08272a6fffa9e10,credit_card,22.29
7866f96b0496d61749bdc8664b22119e,2018-08-26 15:11:20,90b255a154139ff1daf8d60818416113,credit_card,167.86
